Station,Station.Id,State.Code,State.Name,Network.Co,Network.Na,Elevation,Latitude,Longitude,County.Nam,County.Cod,Start.Date,End.Date,Aspect_tif,Slope_tif1,join_lat,join_lon,distance,Station Name,Southness,Lancover_code,Landcover_detail,Koppen_code_ID,Koppen_code_name,KoppenClass,elevation prompt,southness prompt,koppen prompt,landcover prompt
Pickle Keg,691,UT,UTAH,SNTL,SNOTEL,9020,39.01219,-111.58259,Sevier,41,10/1/1978,1/1/2100,153.09239,33.19012,39.03098071,-111.5844508,0.018882618,Pickle Keg,-0.649572822,41,Deciduous Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Pigtail Peak,692,WA,WASHINGTON,SNTL,SNOTEL,5800,46.62153,-121.38643,Yakima,77,10/1/1979,1/1/2100,101.21085,4.86047,46.64455781,-121.4071376,0.030969112,Pigtail Peak,-0.769134445,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Pike Creek,693,MT,MONTANA,SNTL,SNOTEL,5930,48.30305,-113.32868,Pondera,73,10/1/1960,1/1/2100,132.10641,8.59838,48.29227226,-113.3251801,0.011331774,Pike Creek,0.726157714,71,Grassland_Herbaceous,26,Dfb,Cold-no_dry_season-warm_summer,This location has low elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has areas dominated by grasses and other herbaceous plants, often found in regions with moderate to low rainfall and no trees."
Pine Creek,694,UT,UTAH,SNTL,SNOTEL,8734,38.88185,-112.24915,Millard,27,2/13/1985,1/1/2100,359.96146,28.98442,38.86052749,-112.2683087,0.028665418,Pine Creek,0.160714613,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Pine Creek Pass,695,ID,IDAHO,SNTL,SNOTEL,6720,43.56998,-111.21157,Teton,81,10/1/1988,1/1/2100,72.69935,8.08087,43.57639987,-111.2114374,0.006421243,Pine Creek Pass,-0.880432148,42,Evergreen Forest,25,Dfa,Cold-no_dry_season-hot_summer,This location has moderate elevation,This location has low southness,"This location has a climate with hot summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Placer Basin,696,MT,MONTANA,SNTL,SNOTEL,8830,45.41905,-110.08844,Sweet Grass,97,10/1/1976,1/1/2100,54.24606,3.6336,45.39456754,-110.0923971,0.02480019,Placer Basin,0.315663746,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Poison Flat,697,CA,CALIFORNIA,SNTL,SNOTEL,7736,38.50576,-119.62624,Alpine,3,10/1/1980,1/1/2100,11.65286,9.32712,38.51962105,-119.6042394,0.026002975,Poison Flat,0.059571322,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has moderate elevation,This location has high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Pope Ridge,699,WA,WASHINGTON,SNTL,SNOTEL,3590,47.9909,-120.56622,Chelan,7,10/1/1979,1/1/2100,66.0451,7.85886,48.00818356,-120.536773,0.034144528,Pope Ridge,-0.997422062,52,Shrub_Scrub,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Porcupine,700,MT,MONTANA,SNTL,SNOTEL,6500,46.11192,-110.4696,Park,67,10/1/1975,1/1/2100,284.26529,9.94411,46.13319815,-110.4654105,0.02168667,Porcupine,-0.024232227,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Porphyry Creek,701,CO,COLORADO,SNTL,SNOTEL,10788,38.48864,-106.33967,Gunnison,51,10/1/1978,1/1/2100,293.05109,9.04669,38.46280331,-106.3622628,0.034321576,Porphyry Creek,-0.234353658,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Potato Hill,702,WA,WASHINGTON,SNTL,SNOTEL,4510,46.34963,-121.51435,Yakima,77,10/1/1980,1/1/2100,325.75616,3.44102,46.36046911,-121.5314754,0.020267387,Potato Hill,-0.166875627,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has moderate southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Powder River Pass,703,WY,WYOMING,SNTL,SNOTEL,9480,44.16188,-107.12622,Johnson,19,10/1/1949,1/1/2100,178.93996,14.17756,44.14457727,-107.1082897,0.024917478,Powder River Pass,-0.990646378,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Prairie,704,ID,IDAHO,SNTL,SNOTEL,4800,43.50513,-115.573,Elmore,39,10/1/1979,1/1/2100,185.87894,4.52523,43.51958213,-115.5632606,0.017427542,Prairie,0.850225717,52,Shrub_Scrub,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has very high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Promontory,705,AZ,ARIZONA,SNTL,SNOTEL,7942,34.36848,-111.01088,Coconino,5,10/1/1979,1/1/2100,343.25085,7.64106,34.37192607,-111.0249306,0.014467065,Promontory,-0.668777263,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has high elevation,This location has low southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Quartz Mountain,706,OR,OREGON,SNTL,SNOTEL,5720,42.31923,-120.82533,Lake,37,10/1/1979,1/1/2100,204.86806,6.04004,42.3264096,-120.8476175,0.023415359,Quartz Mountain,0.189524098,52,Shrub_Scrub,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Quartz Peak,707,WA,WASHINGTON,SNTL,SNOTEL,4700,47.87927,-117.08938,Spokane,63,10/1/1985,1/1/2100,212.8768,13.78173,47.89454808,-117.1174832,0.031987688,Quartz Peak,0.684994702,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has very high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Quemazon,708,NM,NEW MEXICO,SNTL,SNOTEL,9507,35.92195,-106.39179,Los Alamos,28,10/1/1979,1/1/2100,157.5116,5.28239,35.90600503,-106.3622628,0.033557345,Quemazon,-0.764566712,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Rabbit Ears,709,CO,COLORADO,SNTL,SNOTEL,9411,40.36735,-106.74118,Routt,107,10/1/1985,1/1/2100,266.01709,14.17979,40.39460646,-106.7352763,0.027888504,Rabbit Ears,-0.524349413,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Railroad Overpass,710,OR,OREGON,SNTL,SNOTEL,2680,43.65887,-122.21272,Lane,39,10/1/1980,1/1/2100,219.54776,1.08498,43.63321761,-122.2153334,0.025785165,Railroad Overpass,0.826441652,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has very high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Rainy Pass,711,WA,WASHINGTON,SNTL,SNOTEL,4890,48.51865,-120.7358,Chelan,7,10/1/1979,1/1/2100,44.93942,14.69438,48.51954321,-120.7232797,0.012552136,Rainy Pass,0.488763273,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has very high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Red Hill,712,OR,OREGON,SNTL,SNOTEL,4410,45.4643,-121.70428,Hood River,27,10/1/1978,1/1/2100,350.03311,9.12794,45.45138528,-121.7179822,0.018829205,Red Hill,-0.073631485,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has moderate southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Red Mountain Pass,713,CO,COLORADO,SNTL,SNOTEL,11080,37.89168,-107.71389,San Juan,111,10/1/1979,1/1/2100,271.98282,13.51336,37.89462592,-107.7299787,0.016356208,Red Mountain Pass,-0.189033257,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
